d3mIndex,mido,pmid,py,py2,py3,terriss,riveriss,mariss,terrAtt,rivAtt,marAtt,minpol,rbal,lnkmdist
14752,0,0,22,484,10648,0,0,0,0,0,0,9,0.0216629100926622,8.12474302038557
18631,0,0,71,5041,357911,0,0,0,0,0,0,-9,0.032603000580285,8.65712903171375
17073,0,0,48,2304,110592,0,0,0,0,0,0,-6,0.0921647831283378,8.55929436743487
14230,0,0,10,100,1000,0,0,0,0,0,0,-9,0.118927258403361,8.51238163441901
5589,0,1,14,196,2744,1,0,1,0,0,0,-9,0.00263998105433753,7.73455884435476
11181,0,0,13,169,2197,0,0,0,0,0,0,-9,0.0800765236403389,7.31121838441963
24482,0,0,37,1369,50653,0,0,0,0,0,0,-3,0.230298913043478,8.40536737623398
24583,0,0,51,2601,132651,0,0,0,0,0,0,-1,0.0937650110481314,8.4690528160883
19545,0,0,19,361,6859,1,0,0,0,0,0,-5,0.137021276595745,7.48829351515943
6999,0,0,34,1156,39304,0,0,0,0,0,0,2,0.156042934668546,9.07394774707063
22102,0,0,30,900,27000,0,0,0,0,0,0,-9,0.173137998155927,7.65964295456468
7637,0,0,28,784,21952,0,0,0,0,0,0,5,0.053109713487072,8.21093973337902
5479,0,1,3,9,27,0,0,0,0,0,0,3,0.0102212785294007,7.50273821075485
14764,0,0,10,100,1000,0,0,0,0,0,0,-8,0.0476331360946746,8.35537989525363
14651,0,0,8,64,512,0,0,0,0,0,0,-8,0.421052631578947,6.8501261661455
15353,0,0,9,81,729,0,0,0,0,0,0,NA,0.00382098926982465,7.90544164906029
1928,0,0,13,169,2197,0,0,0,0,0,0,5,0.135161042944785,8.39773375137891
10270,0,0,61,3721,226981,0,0,0,0,0,0,-7,0.0963440215762661,7.37963215260955
17046,0,0,21,441,9261,0,0,0,0,0,0,-1,0.0765573124753812,8.55929436743487
1264,0,0,19,361,6859,0,0,0,0,0,0,-6,0.307486631016043,8.30251371851416
6738,0,0,53,2809,148877,0,0,0,0,0,0,-7,0.223958981506832,8.75998249497728
4354,0,1,13,169,2197,1,1,0,0,0,0,2,0.17863823419379,5.37063802812766
19761,0,0,16,256,4096,0,0,0,0,0,0,-3,0.374833555259654,7.52131798019924
17358,0,0,63,3969,250047,0,0,0,0,0,0,-6,0.889135744725081,8.90123035211078
17100,0,0,75,5625,421875,0,0,0,0,0,0,-7,0.0656236794591064,8.55929436743487
519,0,0,32,1024,32768,0,0,0,0,0,0,-3,0.201136686558681,8.23244015847034
11896,0,1,16,256,4096,0,0,0,0,0,0,-3,0.149720527371251,6.90073066404517
10681,0,0,65,4225,274625,0,0,0,0,0,0,-9,0.0142691113032041,8.43836641087027
5204,0,0,24,576,13824,0,0,0,0,0,0,2,0.0300673131144244,9.02617712030286
3579,0,1,12,144,1728,0,0,0,0,0,0,-5,0.524638152545129,7.29979736675816
11953,0,0,4,16,64,0,0,0,0,0,0,-3,0.387701240432832,7.71957398925958
8711,0,0,14,196,2744,0,0,0,0,0,0,-7,0.0278877603718368,8.05642676752298
13933,0,0,4,16,64,0,0,0,0,0,0,4,0.703665462054724,6.94793706861497
17923,0,0,11,121,1331,0,0,0,0,0,0,-10,NA,7.78945456608667
22997,0,0,9,81,729,0,0,0,0,0,0,-3,NA,6.71538338633468
2900,0,1,9,81,729,0,0,0,0,0,0,-6,0.763918154596873,7.79358680337158
697,0,0,30,900,27000,0,0,0,0,0,0,-5,0.219280110262935,8.43468076984177
151,0,0,22,484,10648,0,0,0,0,0,0,-5,0.295504044803983,6.55819780281227
10478,0,0,4,16,64,0,0,0,0,0,0,-3,0.708489154824233,7.68570306123455
12749,0,0,5,25,125,0,0,0,0,0,0,NA,0.00303464070999141,6.65544035036765
20915,0,0,28,784,21952,0,0,0,0,0,0,-9,0.278656971770744,7.80180040190897
12556,0,0,33,1089,35937,0,0,0,0,0,0,-9,0.356064203628075,8.70350676947973
21024,0,0,8,64,512,0,0,0,0,0,0,-6,0.640264835703776,7.56579328242851
1766,0,0,4,16,64,0,0,0,0,0,0,-9,0.0105064355885667,8.42704964156327
30,0,1,27,729,19683,0,0,0,0,0,0,-9,0.589931101172489,6.89871453432999
16983,0,0,48,2304,110592,0,0,0,0,0,0,-6,0.542128357596883,8.82702806850915
8648,0,0,36,1296,46656,0,0,0,0,0,0,-5,0.531745127094495,7.68937110752969
5169,0,1,21,441,9261,0,0,1,0,0,0,-7,0.0207761758778732,8.98907006504365
8809,0,0,73,5329,389017,0,0,0,0,0,0,-7,0.378939357249109,7.86480400332846
5566,0,1,21,441,9261,1,0,0,0,0,0,-5,0.00128855144747154,7.73455884435476
19567,0,0,41,1681,68921,0,0,0,0,0,0,-3,0.077463676563487,7.48829351515943
9220,0,0,59,3481,205379,0,0,0,0,0,0,-7,0.787749909123955,8.75904072752422
12011,0,0,62,3844,238328,0,0,0,0,0,0,-3,0.691390562248996,7.71957398925958
9340,0,0,9,81,729,0,0,0,0,0,0,2,0.753764954257565,8.8446246833853
2557,0,1,7,49,343,0,0,0,0,0,0,-3,0.106980520913319,8.06620756800626
8574,0,0,47,2209,103823,0,0,0,0,0,0,-5,0.583333333333333,7.71199650704767
21470,0,0,4,16,64,0,0,0,0,0,0,-6,0.120107559008067,8.62479120201426
2943,0,0,40,1600,64000,0,0,0,0,0,0,2,0.203797397194817,8.03300949859667
11326,0,0,68,4624,314432,0,0,0,0,0,0,-10,0.032367875393884,7.94342776787637
13201,0,0,31,961,29791,0,0,0,0,0,0,-9,0.177972283005106,7.49164547360513
22849,0,0,18,324,5832,0,0,0,0,0,0,-3,0.13539535443495,8.70731756027321
21599,0,0,43,1849,79507,0,0,0,0,0,0,-9,0.0295846571395495,8.7371316117815
4539,0,0,27,729,19683,0,0,0,0,0,0,-9,0.00373973396092473,8.1164170727942
17170,0,0,55,3025,166375,0,0,0,0,0,0,-9,0.0455479615733881,8.80866806210672
1287,0,0,42,1764,74088,0,0,0,0,0,0,-9,0.375286317058469,8.30251371851416
21767,0,1,21,441,9261,0,0,1,0,0,0,-6,0.644418872266973,5.8805329864007
6641,0,0,26,676,17576,0,0,0,0,0,0,-1,0.0539887496803886,8.52555810774787
15878,0,0,5,25,125,0,0,0,0,0,0,NA,0.978131212723658,5.88332238848828
3746,0,1,9,81,729,1,0,0,0,0,0,-5,0.105215611546334,7.70210434005105
4829,0,1,5,25,125,0,0,0,0,0,0,-3,0.0513519502266683,8.81314100828505
13880,0,0,7,49,343,0,0,0,0,0,0,-8,0.813924050632911,7.09589322109753
1683,0,1,6,36,216,0,0,0,0,0,0,-7,0.00339961294079364,7.90617884039481
8771,0,0,35,1225,42875,0,0,0,0,0,0,-1,0.580204543894571,7.86480400332846
18163,0,0,2,4,8,0,0,0,0,0,0,-9,0.721741610419241,7.6515955738576
5563,0,1,18,324,5832,1,0,0,0,0,0,-5,0.0010935595604565,7.73455884435476
24089,0,0,7,49,343,0,0,0,0,0,0,-8,0.183223684210526,7.90174751852014
11751,0,0,5,25,125,0,0,0,0,0,0,-5,0.137227105188546,7.3790081276283
1032,0,0,57,3249,185193,0,0,0,0,0,0,-3,0.281481481481481,7.89692465626886
12382,0,0,23,529,12167,0,0,0,0,0,0,-10,0.0924523883858882,8.65329627440858
23812,0,0,68,4624,314432,0,0,0,0,0,0,9,0.443826687116564,8.65172408437384
22917,0,0,86,7396,636056,0,0,0,0,0,0,-1,0.686094069529652,8.70731756027321
13127,0,0,39,1521,59319,0,0,0,0,0,0,-9,0.323143115942029,7.54168309988211
15247,0,1,4,16,64,0,0,0,0,0,0,NA,0.799442896935933,5.06259503302697
10366,0,0,2,4,8,0,0,0,0,0,0,-3,0.607553179388011,7.01750614294126
7233,0,0,41,1681,68921,0,0,0,0,0,0,-10,0.29801708722432,7.83834331555712
16563,0,0,27,729,19683,0,0,0,0,0,0,-5,0.236871909615756,8.06117135969092
1579,0,0,64,4096,262144,0,0,0,0,0,0,6,0.0978216005503325,8.52436739516424
20000,0,0,75,5625,421875,0,0,0,0,0,0,-4,0.0182168123179359,8.60116662519242
5672,0,1,18,324,5832,0,0,0,0,0,0,6,0.00603173681102172,7.76556908109732
24412,0,0,54,2916,157464,0,0,0,0,0,0,-3,0.360432063672541,8.02551638648901
15450,0,0,7,49,343,0,0,0,0,0,0,NA,0.00970206920236971,7.7367436824535
16125,0,0,2,4,8,0,0,0,0,0,0,NA,0.000320450345790093,8.31849832050434
9266,0,0,20,400,8000,0,0,0,0,0,0,2,0.24098525512936,8.83010431791379
12795,0,0,44,1936,85184,0,0,0,0,0,0,-9,0.0744271617327312,8.02715010683277
6493,0,0,57,3249,185193,0,0,0,0,0,0,8,0.308492201039861,8.41648848729461
21592,0,0,36,1296,46656,0,0,0,0,0,0,-9,0.032510577307369,8.7371316117815
22258,0,0,57,3249,185193,0,0,0,0,0,0,-8,0.273005707921481,7.37838371299671
9880,0,0,81,6561,531441,0,0,0,0,0,0,-10,0.234085550690468,7.15148546390474
5812,0,0,0,0,0,0,0,0,0,0,0,NA,2.50700560807816e-05,7.94944442025063
24231,0,0,47,2209,103823,0,0,1,0,0,0,-4,0.0875950241879751,7.76302130901852
20743,0,0,33,1089,35937,0,0,0,0,0,0,-3,0.366935483870968,6.93537044601511
2860,0,1,25,625,15625,0,0,0,0,0,0,2,0.860368302478206,7.79358680337158
23823,0,1,7,49,343,1,0,0,0,0,0,-3,0.862068965517241,6.25958146406492
10759,0,0,1,1,1,0,0,0,0,0,0,-4,0.36911094224924,8.54012816269873
916,0,0,31,961,29791,0,0,0,0,0,0,-9,0.680282134961575,7.43248380791712
20372,0,0,87,7569,658503,0,0,0,0,0,0,5,0.0863864722460483,8.72631895096224
17794,0,1,32,1024,32768,0,0,0,0,0,0,-8,0.0276149044826934,7.37462901521894
5512,0,1,0,0,0,1,0,0,0,0,0,-7,0.0131576634859839,7.50273821075485
21389,0,0,13,169,2197,0,0,0,0,0,0,-6,0.897205933080372,8.61558951327243
22936,0,0,15,225,3375,0,0,0,0,0,0,-3,0.586319218241042,5.82008293035236
4077,0,0,9,81,729,0,0,0,0,0,0,-3,0.169630642954856,6.91968384984741
23077,0,0,2,4,8,0,0,0,0,0,0,-5,0.067517112632234,7.13169851046691
13570,0,0,20,400,8000,0,0,0,0,0,0,-7,0.0506400735554141,8.65014941866486
21894,0,0,68,4624,314432,0,0,0,0,0,0,6,0.344853269775063,6.53813982376767
1543,0,0,28,784,21952,0,0,0,0,0,0,-9,0.791335251311559,8.52436739516424
7366,0,0,48,2304,110592,0,0,0,0,0,0,-3,0.0485562347795835,8.01532730902172
6686,0,0,1,1,1,0,0,0,0,0,0,-9,0.133908160458344,8.75998249497728
14251,0,0,3,9,27,0,0,0,0,0,0,8,0.677782409337224,8.51779301148821
16247,0,0,2,4,8,0,0,0,0,0,0,NA,0.00340626553953257,7.87473912517181
789,0,0,32,1024,32768,0,0,0,0,0,0,3,0.578005115089514,8.45574322910002
23829,0,1,13,169,2197,1,0,0,0,0,0,-3,0.868055555555556,6.25958146406492
17199,0,0,84,7056,592704,0,0,0,0,0,0,-8,0.0277067348678602,8.80866806210672
16431,0,0,0,0,0,0,0,0,0,0,0,NA,0.000584430322287789,8.1934002319521
5629,0,1,13,169,2197,0,0,0,0,0,0,-9,0.0012658064028002,7.76556908109732
11824,0,0,78,6084,474552,0,0,0,0,0,0,6,0.17225977788508,7.3790081276283
20555,0,0,0,0,0,1,0,0,1,0,0,-5,0.715277777777778,5.50938833662798
22225,0,0,24,576,13824,0,0,0,0,0,0,-3,0.435537008565781,7.37838371299671
13734,0,0,9,81,729,0,0,0,0,0,0,NA,0.0274204468517265,7.46908388492123
13828,0,0,11,121,1331,0,0,0,0,0,0,-1,0.58754750073078,7.08924315502751
4777,0,0,47,2209,103823,0,0,1,0,0,0,2,0.00566783645580026,8.63958779962984
14103,0,0,23,529,12167,0,0,0,0,0,0,7,0.115674769488684,8.02518932189084
4479,0,1,52,2704,140608,1,0,1,0,0,0,-5,0.0120999649225258,8.24485939591126
20907,0,0,20,400,8000,0,0,0,0,0,0,-6,0.409401709401709,7.80180040190897
20116,0,0,11,121,1331,0,0,0,0,0,0,-3,0.769369369369369,8.59895749321888
18438,0,0,58,3364,195112,0,0,0,0,0,0,-6,0.617912900575185,7.64683139143048
1629,0,0,10,100,1000,0,0,0,0,0,0,-5,0.0816781731279873,7.78447323573647
15068,0,0,23,529,12167,0,0,0,0,0,0,10,0.0709598031173093,7.90211754627645
16093,0,0,8,64,512,0,0,0,0,0,0,NA,0.000715948675757523,8.56826646160024
22000,0,1,3,9,27,1,0,0,0,0,0,-5,0.0889046941678521,7.36201055125973
17357,0,0,62,3844,238328,0,0,0,0,0,0,-6,0.896766689319881,8.90123035211078
5320,0,0,50,2500,125000,0,0,0,0,0,0,0,0.00273587326810644,9.03384182848502
20592,0,1,7,49,343,1,0,1,1,0,1,-8,0.832359813084112,5.50938833662798
16122,0,0,6,36,216,0,0,0,0,0,0,NA,0.474940334128878,6.18001665365257
12721,0,0,8,64,512,0,0,0,0,0,0,NA,0.00684740078256009,6.98100574072173
5310,0,0,40,1600,64000,0,0,0,0,0,0,0,0.00496168782573768,9.03384182848502
17558,0,1,15,225,3375,0,0,1,0,0,0,-6,0.0547424224962545,6.97073007814353
22996,0,0,8,64,512,0,0,0,0,0,0,-3,NA,6.71538338633468
7666,0,0,57,3249,185193,0,0,0,0,0,0,-3,0.048300806269309,8.21093973337902
8873,0,0,52,2704,140608,0,0,0,0,0,0,-9,0.863391812865497,8.28223006329669
22495,0,0,24,576,13824,0,0,0,0,0,0,-3,0.302102376599634,8.22335889947926
7347,0,0,29,841,24389,0,0,0,0,0,0,-9,0.0320888332548049,8.01532730902172
224,0,0,5,25,125,1,0,0,1,0,0,-5,0.996609211641707,7.539027055824
14683,0,0,1,1,1,0,0,0,0,0,0,5,0.00757641731254898,8.13064796816058
24440,0,0,82,6724,551368,0,0,0,0,0,0,-6,0.371104815864023,8.02551638648901
19917,0,0,82,6724,551368,0,0,0,0,0,0,-10,0.119102578538453,8.04686951095958
3529,0,0,87,7569,658503,1,0,0,0,0,0,7,0.0201374979700103,7.73061406606374
11015,0,0,44,1936,85184,0,0,0,0,0,0,-9,0.667582417582418,8.71719093322313
13662,0,0,0,0,0,0,0,0,0,0,0,NA,0.117388114453412,7.56371966841437
19456,0,0,17,289,4913,0,0,0,0,0,0,-9,0.130794701986755,7.2086003379602
24289,0,0,18,324,5832,0,0,0,0,0,0,-3,0.00712070863676306,8.39185670010494
5698,0,0,16,256,4096,0,0,0,0,0,0,10,0.00110492587224232,7.74716496652033
2325,0,0,48,2304,110592,0,0,0,0,0,0,-1,0.431131891681278,8.23403420769204
13267,0,0,31,961,29791,0,0,0,0,0,0,-9,0.266163141993958,7.29369772060144
3931,0,0,43,1849,79507,0,0,0,0,0,0,-9,0.171627305079262,7.34923082461333
10580,0,0,35,1225,42875,0,0,0,0,0,0,-5,0.199265648677002,8.14554963178358
11167,0,0,27,729,19683,0,0,0,0,0,0,-7,0.671864091226437,7.29844510150815
21527,0,0,61,3721,226981,0,0,0,0,0,0,-3,0.112616160025201,8.62479120201426
12114,0,0,1,1,1,0,0,0,0,0,0,-3,0.0160168805895087,8.40312823512826
17514,0,0,30,900,27000,0,0,0,0,0,0,-3,0.0861895905293301,6.97073007814353
21968,0,0,72,5184,373248,0,0,0,0,0,0,-7,0.785098952270082,7.07496319796604
24262,0,0,78,6084,474552,0,0,1,0,0,0,-6,0.0877108578645097,7.76302130901852
6231,0,1,10,100,1000,0,0,0,0,0,0,-8,0.000709309525753162,8.04012466444838
16898,0,0,53,2809,148877,0,0,0,0,0,0,-6,0.259654914187031,8.35725915349991
21351,0,0,65,4225,274625,0,0,0,0,0,0,-4,0.516237402015677,8.30745932701195
19380,0,0,11,121,1331,0,0,0,0,0,0,2,0.13314888466194,6.75809450442773
7887,0,0,68,4624,314432,0,0,0,0,0,0,-1,0.0617877046701516,8.24852912480022
1271,0,0,26,676,17576,0,0,0,0,0,0,-9,0.391329150028523,8.30251371851416
7,0,1,4,16,64,1,0,0,1,0,0,-5,0.614019047619048,6.89871453432999
11625,0,0,3,9,27,0,0,0,0,0,0,0,0.177303203377204,7.37525577800975
862,1,1,0,0,0,1,0,1,1,0,1,-7,0.0161209772468487,6.94889722231331
19799,0,0,54,2916,157464,0,0,0,0,0,0,-3,0.21330902461258,7.52131798019924
16054,0,0,2,4,8,0,0,0,0,0,0,NA,0.00511448481831757,8.11402544235676
9831,0,0,32,1024,32768,0,0,0,0,0,0,-9,0.275372762042015,7.15148546390474
22271,0,0,70,4900,343000,0,0,0,0,0,0,-8,0.330823293172691,7.37838371299671
22645,0,0,84,7056,592704,0,0,0,0,0,0,-8,0.442176870748299,8.55313931818971
7486,0,0,10,100,1000,0,0,0,0,0,0,NA,0.000342792823521386,8.27435700675629
18931,0,0,11,121,1331,0,0,0,0,0,0,-9,0.0840678640068924,8.76139348525606
20305,0,0,20,400,8000,0,0,0,0,0,0,-10,0.0298577261363023,8.72631895096224
12708,0,0,11,121,1331,0,0,0,0,0,0,NA,0.0052609833356287,7.03878354138854
15615,0,0,6,36,216,0,0,0,0,0,0,NA,0.00100051226227829,8.31483217928456
977,0,0,2,4,8,0,0,0,0,0,0,-3,0.815870069605569,7.89692465626886
17049,0,0,24,576,13824,0,0,0,0,0,0,-1,0.0905929115601193,8.55929436743487
10344,0,0,51,2601,132651,0,0,0,0,0,0,-9,0.108042598179521,7.35755620091035
8287,0,0,5,25,125,0,0,0,0,0,0,10,0.0716591349257586,6.5510803350434
15293,0,0,6,36,216,0,0,0,0,0,0,NA,0.000317682446235262,8.31311670281925
18149,0,0,6,36,216,0,0,0,0,0,0,10,0.0674448767833982,6.84481547920826
9380,0,0,49,2401,117649,0,0,0,0,0,0,-10,0.469918402143466,8.8446246833853
5590,0,1,15,225,3375,1,0,1,0,0,0,-9,0.0026543305704308,7.73455884435476
21683,0,0,37,1369,50653,0,0,0,0,0,0,-9,0.256591495568271,8.75872660784204
12959,0,0,35,1225,42875,0,0,0,0,0,0,-9,0.484012907010854,7.55433482372575
2500,0,0,43,1849,79507,0,0,0,0,0,0,-1,0.683318140382862,8.40020983593042
590,0,0,13,169,2197,0,0,0,0,0,0,-5,0.311484505032892,8.34450508359052
14711,0,0,5,25,125,0,0,0,0,0,0,-9,0.00102535788934022,8.13153071060425
1052,0,0,77,5929,456533,0,0,0,0,0,0,-7,0.693472539798956,7.89692465626886
7158,0,0,53,2809,148877,0,0,0,0,0,0,-10,0.0513145995635977,9.10952506673737
21173,0,0,67,4489,300763,0,0,0,0,0,0,0,0.149002873813463,8.06148686687133
5084,0,0,84,7056,592704,0,0,0,0,0,0,-8,0.00251346839669171,8.90693533905917
10880,0,0,51,2601,132651,0,0,0,0,0,0,-9,0.165710895788017,8.6569551337914
317,0,0,9,81,729,1,0,0,0,0,0,-5,0.10723519797999,8.20275638165564
7301,0,1,9,81,729,0,0,0,0,0,0,-10,0.0349536633729082,7.99934295271328
7037,0,0,2,4,8,0,0,0,0,0,0,2,0.719519012333932,9.10353436765837
20462,0,0,87,7569,658503,0,0,0,0,0,0,5,0.94758064516129,8.74735207762435
10604,0,0,59,3481,205379,0,0,0,0,0,0,-9,0.117701310265869,8.14554963178358
11851,0,0,23,529,12167,0,0,0,0,0,0,-10,0.249394673123487,6.90073066404517
8957,0,0,51,2601,132651,0,0,0,0,0,0,-9,0.116547205487885,8.6447065117152
8985,0,0,79,6241,493039,0,0,0,0,0,0,-7,0.13561446102051,8.6447065117152
8010,0,0,51,2601,132651,0,0,0,0,0,0,-7,0.0297395553966267,8.30745932701195
22130,0,0,58,3364,195112,0,0,0,0,0,0,-8,0.0326857486791948,7.65964295456468
12784,0,0,33,1089,35937,0,0,0,0,0,0,-9,0.0645078032245298,8.02715010683277
15242,1,0,5,25,125,0,0,0,0,0,0,NA,0.411468812877264,5.06259503302697
23143,0,0,68,4624,314432,0,0,0,0,0,0,8,0.0567680235409514,7.13169851046691
11795,0,0,49,2401,117649,0,0,0,0,0,0,-9,0.173938392770382,7.3790081276283
1064,0,0,89,7921,704969,0,0,0,0,0,0,7,0.65455140129602,7.89692465626886
16175,0,0,10,100,1000,0,0,0,0,0,0,NA,0.006189983749446,8.01301211036892
1139,0,0,74,5476,405224,0,0,0,0,0,0,-9,0.295521695997239,8.16394095475501
9753,0,0,48,2304,110592,0,0,0,0,0,0,-10,0.228294591414118,7.48885295573346
1002,0,0,27,729,19683,0,0,0,0,0,0,-9,0.601590939733046,7.89692465626886
16220,0,0,2,4,8,0,0,0,0,0,0,NA,0.00087008065711201,6.86589107488344
23148,0,0,3,9,27,0,0,0,0,0,0,-9,0.117122851686824,7.53796265976821
21813,0,1,67,4489,300763,0,0,1,0,0,0,-8,0.651779792173336,5.8805329864007
18570,0,0,10,100,1000,0,0,0,0,0,0,-9,0.0470733396062279,8.65712903171375
5548,0,1,3,9,27,1,0,0,0,0,0,0,0.0020044838317249,7.73455884435476
4871,0,1,47,2209,103823,0,0,0,0,0,0,5,0.0388304207048837,8.81314100828505
18374,0,0,9,81,729,0,0,0,0,0,0,-8,0.0725326991676575,8.28878581042693
3825,0,0,27,729,19683,0,0,0,0,0,0,2,0.629409878127005,7.75233516330229
13621,0,0,15,225,3375,0,0,0,0,0,0,-8,0.245016077170418,8.73020559553099
17393,0,0,8,64,512,0,0,0,0,0,0,-9,0.232875643626151,8.92159106356398
24238,0,0,54,2916,157464,0,0,1,0,0,0,4,0.111228070175439,7.76302130901852
10121,0,0,67,4489,300763,0,0,0,0,0,0,-8,0.122656717792824,7.16472037877186
4475,0,1,48,2304,110592,1,0,1,0,0,0,-5,0.00871127954189455,8.24485939591126
21728,0,0,82,6724,551368,0,0,0,0,0,0,-10,0.880566483084186,8.75872660784204
22667,0,0,16,256,4096,0,0,0,0,0,0,-3,0.0575818717988515,8.57395152523485
12944,0,0,20,400,8000,0,0,0,0,0,0,-3,0.775826868109432,7.55433482372575
11117,0,0,5,25,125,0,0,0,0,0,0,-9,0.332009925558313,6.17378610390194
14782,0,0,4,16,64,0,0,0,0,0,0,6,0.00711884516511766,8.56978564153541
1497,0,0,72,5184,373248,0,0,0,0,0,0,-9,0.882238051470588,8.5131851700187
10454,0,0,19,361,6859,0,0,0,0,0,0,-9,0.273182957393484,7.60787807327851
15610,0,0,1,1,1,0,0,0,0,0,0,NA,0.000490761015712036,8.31483217928456
10513,0,0,39,1521,59319,0,0,0,0,0,0,-5,0.467543138866064,7.68570306123455
498,0,0,11,121,1331,0,0,0,0,0,0,-5,0.183698800165494,8.23244015847034
23309,0,0,55,3025,166375,0,0,0,0,0,0,-5,0.205264322052643,7.14834574390007
7921,0,0,32,1024,32768,0,0,0,0,0,0,10,0.00504090454667061,8.29629711264251
2373,0,0,6,36,216,0,0,0,0,0,0,-3,0.0733048616392675,8.37124213593193
24025,0,0,54,2916,157464,0,0,0,0,0,0,-3,0.0313086419753086,7.22620901010067
4371,0,1,30,900,27000,1,1,0,1,1,0,0,0.12273272637448,5.37063802812766
22322,0,0,31,961,29791,0,0,0,0,0,0,-10,0.114628820960699,7.96485088744731
22879,0,0,48,2304,110592,0,0,0,0,0,0,-8,0.174603174603175,8.70731756027321
4747,0,0,17,289,4913,0,0,0,0,0,0,2,0.00403387735767101,8.63958779962984
4128,0,0,60,3600,216000,0,0,0,0,0,0,-9,0.516336549856103,6.91968384984741
19977,0,0,52,2704,140608,0,0,0,0,0,0,-3,0.0117749163405129,8.60116662519242
16982,0,0,47,2209,103823,0,0,0,0,0,0,-6,0.540224365608312,8.82702806850915
7681,0,0,2,4,8,0,0,0,0,0,0,5,0.0220274272393163,8.1978140322212
7988,0,0,29,841,24389,0,0,0,0,0,0,-3,0.00589259094492184,8.30745932701195
14482,0,0,23,529,12167,0,0,0,0,0,0,6,0.527090111755552,8.01994168767737
6302,0,0,22,484,10648,0,0,0,0,0,0,10,0.000320190348608118,8.09620827165004
17590,0,0,18,324,5832,0,0,0,0,0,0,-1,0.034168800600088,7.23705902612474
14423,0,0,20,400,8000,0,0,0,0,0,0,-5,0.647311827956989,8.06808962627824
21926,0,0,30,900,27000,0,0,0,0,0,0,-9,0.240916271721959,7.07496319796604
14315,0,0,3,9,27,0,0,0,0,0,0,NA,0.00982669967625214,5.10594547390058
15571,0,0,0,0,0,0,0,0,0,0,0,NA,0.946640316205534,5.32300997913841
2445,0,0,78,6084,474552,0,0,0,0,0,0,-9,0.173864736599844,8.37124213593193
24384,0,0,26,676,17576,0,0,0,0,0,0,-3,0.0911300121506683,8.02551638648901
19989,0,0,64,4096,262144,0,0,0,0,0,0,-1,0.0140918263357877,8.60116662519242
21844,0,0,18,324,5832,0,0,0,0,0,0,-9,0.282196205086799,6.53813982376767
15365,0,0,9,81,729,0,0,0,0,0,0,NA,0.0126242974492002,7.82923253754359
6697,0,0,12,144,1728,0,0,0,0,0,0,-10,0.172431368006487,8.75998249497728
18279,0,0,28,784,21952,0,0,0,0,0,0,-9,0.62756629597947,7.86326672400957
14874,0,1,2,4,8,0,0,0,0,0,0,NA,0.167364016736402,5.55682806169954
6673,0,0,58,3364,195112,0,0,1,0,0,0,-5,0.0929597067110221,8.52555810774787
14459,0,0,0,0,0,0,0,0,0,0,0,NA,0.312663755458515,8.01994168767737
19703,0,0,87,7569,658503,0,0,0,0,0,0,5,0.102267075596817,7.72090525193678
2181,0,0,84,7056,592704,0,0,0,0,0,0,8,0.638268156424581,7.66199755890189
9436,0,0,20,400,8000,0,0,0,0,0,0,0,0.298306433280291,7.04925484125584
19529,0,0,3,9,27,1,0,0,0,0,0,0,0.0845660426757429,7.48829351515943
9028,0,0,37,1369,50653,0,0,0,0,0,0,-5,0.407397480568212,8.43988008831357
6591,0,0,15,225,3375,0,0,0,0,0,0,-7,0.00687427600260428,8.42901750051251
13176,0,0,6,36,216,0,0,0,0,0,0,-3,0.329472329472329,7.49164547360513
859,0,1,2,4,8,1,0,1,0,0,0,0,0.0176230388996346,6.94889722231331
21067,0,0,51,2601,132651,0,0,0,0,0,0,-6,0.416851441241685,7.56579328242851
24727,0,0,21,441,9261,0,0,0,0,0,0,-3,0.0412965019433648,8.59081533128685
9462,0,0,46,2116,97336,0,0,0,0,0,0,-9,0.183828368358707,7.04925484125584
20542,0,1,0,0,0,1,0,1,1,0,1,-1,0.803006853858059,5.30330490805908
19985,0,0,60,3600,216000,0,0,0,0,0,0,-1,0.0150562327480666,8.60116662519242
15138,0,0,9,81,729,0,0,0,0,0,0,NA,0.0389333333333333,6.99025650049388
502,0,0,15,225,3375,0,0,0,0,0,0,-5,0.108245408362642,8.23244015847034
13371,0,0,0,0,0,0,0,0,0,0,0,NA,0.347762289068232,7.77191025643576
22692,0,0,41,1681,68921,0,0,0,0,0,0,-8,0.0767894936777555,8.57395152523485
20819,0,0,22,484,10648,0,0,0,0,0,0,-6,0.182405102675793,7.56682847920833
7118,0,0,13,169,2197,0,0,0,0,0,0,3,0.118021042143594,9.10952506673737
21217,0,0,21,441,9261,0,0,0,0,0,0,-6,0.0221600492894442,8.62694405537536
19092,0,0,82,6724,551368,0,0,0,0,0,0,-7,0.911111111111111,8.7827830173932
7684,0,0,5,25,125,0,0,0,0,0,0,-10,0.0227599122232562,8.1978140322212
12010,0,0,61,3721,226981,0,0,0,0,0,0,-3,0.714322647362978,7.71957398925958
23794,0,0,50,2500,125000,0,0,0,0,0,0,8,0.293214614676082,8.65172408437384
3221,0,1,18,324,5832,0,0,0,0,0,0,-5,0.0301924251679902,7.31920245876785
17904,0,0,62,3844,238328,0,0,0,0,0,0,-3,0.0153302243890622,7.56268124672188
19125,0,1,7,49,343,1,0,0,0,0,0,-10,0.328360682910658,5.84354441703136
21429,0,0,53,2809,148877,0,0,0,0,0,0,-6,0.83028083028083,8.61558951327243
